Scan_ID,Angle,Distance
15,351.03125,2566.0
15,352.234375,2563.75
15,353.46875,2554.5
15,354.6875,2542.0
15,355.921875,2540.75
15,357.140625,2520.75
15,358.359375,2530.75
15,359.578125,2529.75
15,0.796875,2527.25
15,2.0,2518.0
15,3.265625,2520.25
15,4.46875,2513.25
15,5.6875,2514.0
15,6.90625,2519.25
15,8.109375,2533.75
15,9.359375,2534.75
15,10.59375,2537.75
15,11.8125,2538.75
15,13.03125,2552.75
15,14.21875,2554.75
15,15.453125,2576.25
15,16.65625,2597.25
15,17.890625,2607.75
15,19.109375,2620.25
15,20.328125,2632.25
15,21.546875,2662.5
15,22.765625,2664.75
15,24.0,2694.5
15,25.171875,2718.75
15,26.40625,2745.25
15,27.625,2769.5
15,28.828125,2817.25
15,30.078125,2672.25
15,31.328125,2546.25
15,32.5625,2483.5
15,33.796875,2516.75
15,35.0625,2554.5
15,36.28125,2594.0
15,37.5,2624.0
15,38.71875,2668.25
15,39.9375,2708.5
15,41.140625,2752.75
15,42.375,2791.25
15,43.5625,2845.0
15,44.78125,2900.0
15,46.0,2958.75
15,47.203125,3030.0
15,48.40625,3094.25
15,49.65625,3131.25
15,50.859375,3200.0
15,52.078125,3307.25
15,53.28125,3364.25
15,54.484375,3479.75
15,55.71875,3537.0
15,56.921875,3661.75
15,58.15625,3616.75
15,59.375,3438.25
15,60.59375,3408.25
15,61.84375,3346.75
15,63.078125,3222.5
15,64.3125,3222.5
15,65.515625,3224.0
15,66.765625,3159.25
15,67.984375,3098.5
15,69.21875,3098.5
15,70.421875,3104.75
15,71.65625,3072.5
15,72.90625,2942.0
15,74.125,3028.25
15,75.3125,3127.75
15,76.546875,3064.75
15,77.765625,3058.0
15,79.0,3050.25
15,80.21875,3017.5
15,81.453125,3015.0
15,82.65625,2998.5
15,83.890625,2995.75
15,85.09375,2980.5
15,86.34375,2978.75
15,87.5625,2976.75
15,88.765625,2966.0
15,90.0,2947.5
15,91.21875,2945.75
15,92.421875,3073.25
15,93.640625,3115.25
15,94.84375,3097.75
15,96.09375,3081.0
15,97.296875,3101.25
15,98.53125,3081.0
15,99.75,3123.25
15,100.953125,3133.25
15,102.171875,3130.5
15,103.421875,3132.25
15,104.625,3150.25
15,105.859375,3159.25
15,107.0625,3164.0
15,108.265625,3184.25
15,109.515625,3060.5
15,110.765625,3090.75
15,111.96875,3093.0
15,113.1875,3131.25
15,114.40625,3152.0
15,115.625,3171.25
15,116.828125,3190.75
15,118.078125,3227.25
15,119.25,3275.75
15,120.46875,3326.5
15,121.703125,3367.25
15,122.90625,3393.5
15,124.140625,3429.5
15,125.359375,3476.5
15,126.578125,3502.0
15,127.796875,3499.75
15,129.03125,3417.75
15,130.265625,3339.5
15,131.4375,3262.0
15,132.65625,3224.5
15,134.109375,2136.5
15,137.578125,2958.0
15,138.796875,2921.75
15,140.03125,2853.25
15,141.265625,2821.5
15,142.9375,1893.5
15,144.140625,1867.25
15,147.390625,2622.75
15,148.609375,2578.75
15,149.84375,2549.75
15,151.078125,2516.75
15,152.28125,2509.25
15,154.0,1696.0
15,155.203125,1684.25
15,156.421875,1671.25
15,157.6875,1655.5
15,158.90625,1636.5
15,160.109375,1625.0
15,161.375,1620.0
15,162.484375,1821.25
15,163.703125,1801.0
15,164.90625,1785.0
15,166.125,1783.0
15,167.359375,1776.75
15,168.546875,1777.0
15,169.734375,1896.25
15,170.625,2241.25
15,171.84375,2258.0
15,174.3125,2249.0
15,175.515625,2240.25
15,176.75,2233.75
15,177.9375,2238.5
15,179.15625,2233.0
15,180.359375,2235.75
15,181.59375,2222.0
15,182.828125,2234.25
15,184.046875,2234.25
15,185.234375,2239.0
15,186.484375,2243.0
15,187.703125,2249.0
15,188.921875,2262.5
15,190.09375,2274.5
15,191.3125,2280.75
15,192.546875,2288.25
15,193.734375,2310.75
15,194.96875,2318.5
15,196.171875,2333.0
15,197.390625,2344.5
15,198.640625,2351.0
