Scan_ID,Angle,Distance
15,113.328125,3130.5
15,114.59375,3156.5
15,115.78125,3201.0
15,117.03125,3217.75
15,118.265625,3238.75
15,119.484375,3276.0
15,120.6875,3328.5
15,121.921875,3364.25
15,123.140625,3388.0
15,124.390625,3425.25
15,125.609375,3483.0
15,126.828125,3545.25
15,128.0625,3474.25
15,129.328125,3374.5
15,130.5625,3321.25
15,131.765625,3237.0
15,133.203125,2165.5
15,134.484375,2111.25
15,137.96875,2944.0
15,139.203125,2918.5
15,140.4375,2848.75
15,141.703125,2797.75
15,143.375,1886.0
15,144.625,1863.25
15,147.890625,2615.5
15,149.140625,2565.25
15,150.359375,2540.25
15,151.578125,2507.0
15,153.265625,1701.75
15,154.53125,1693.0
15,155.8125,1675.75
15,157.046875,1668.0
15,158.265625,1653.5
15,159.515625,1641.5
15,160.765625,1628.25
15,161.96875,1638.5
15,163.09375,1822.25
15,164.3125,1802.5
15,165.546875,1786.0
15,166.8125,1776.75
15,168.015625,1774.75
15,169.25,1852.75
15,171.359375,2249.75
15,175.0625,2233.0
15,176.265625,2237.75
15,177.515625,2230.5
15,178.703125,2226.0
15,179.953125,2231.25
15,181.140625,2224.75
15,182.40625,2220.25
15,183.609375,2225.25
15,184.875,2234.25
15,186.09375,2232.0
15,187.328125,2241.5
15,188.515625,2263.0
15,189.75,2266.0
15,190.96875,2270.0
15,192.203125,2281.75
15,193.4375,2303.0
15,194.671875,2317.25
15,195.875,2327.25
15,197.109375,2345.75
15,198.328125,2360.75
15,199.546875,2374.75
15,200.796875,2402.25
15,202.015625,2407.25
15,203.234375,2438.0
15,204.484375,2452.75
15,205.71875,2488.5
15,206.90625,2503.0
15,208.171875,2522.5
15,209.34375,2574.25
15,210.578125,2594.5
15,211.8125,2643.75
15,213.015625,2658.75
15,214.296875,2650.75
15,215.5,2584.75
15,216.71875,2599.75
15,217.96875,2611.5
15,219.21875,2614.5
15,220.4375,2541.5
15,221.703125,2468.75
15,222.90625,2418.5
15,224.15625,2357.75
15,225.421875,2307.0
15,226.734375,2255.0
15,227.96875,2207.5
15,229.1875,2164.0
15,230.6875,1968.75
15,231.96875,1892.5
15,233.1875,1865.5
15,234.46875,1837.0
15,235.71875,1808.75
15,236.921875,1781.5
15,238.15625,1752.75
15,239.421875,1730.25
15,240.65625,1702.75
15,241.890625,1683.75
15,243.171875,1671.5
15,244.390625,1645.0
15,245.65625,1636.25
15,246.84375,1612.0
15,248.140625,1602.25
15,249.3125,1592.0
15,250.578125,1576.0
15,251.84375,1559.75
15,253.015625,1555.0
15,254.3125,1541.25
15,255.515625,1528.75
15,256.75,1526.25
15,258.03125,1514.25
15,259.21875,1504.25
15,260.453125,1501.5
15,261.703125,1494.5
15,262.90625,1491.25
15,264.1875,1482.75
15,267.28125,2453.75
15,272.890625,432.75
8,273.09375,1098.5
15,281.328125,1501.25
15,282.53125,1505.0
15,283.703125,1517.75
15,284.984375,1524.25
15,286.171875,1526.25
15,287.421875,1536.0
15,288.640625,1544.25
15,289.796875,1559.25
15,291.0625,1575.25
15,292.25,1582.75
15,293.46875,1597.25
15,294.71875,1614.75
15,295.96875,1630.5
15,297.15625,1636.75
15,298.359375,1663.25
15,299.640625,1680.5
15,300.875,1695.75
15,302.09375,1720.5
15,303.265625,1751.0
15,304.46875,1764.5
15,305.71875,1797.75
15,306.9375,1823.5
15,308.171875,1854.0
15,309.34375,1885.75
15,310.5625,1911.0
15,311.78125,1947.75
15,313.015625,1988.5
15,314.21875,2031.25
15,315.21875,2073.5
15,316.4375,2110.5
15,317.65625,2159.25
15,318.890625,2219.25
15,320.09375,2269.25
15,321.296875,2331.0
15,322.53125,2386.0
15,323.78125,2453.75
15,324.984375,2527.25
15,326.21875,2604.5
15,327.421875,2692.5
15,328.625,2785.0
15,329.84375,2891.5
15,331.03125,2975.75
15,332.296875,2903.5
15,333.546875,2865.75
15,334.75,2830.5
15,336.015625,2801.75
15,337.21875,2767.5
15,338.484375,2740.5
15,339.71875,2721.75
15,340.921875,2705.0
15,342.1875,2677.25
15,343.421875,2647.0
15,344.625,2631.25
15,345.890625,2617.25
15,347.0625,2591.25
15,348.296875,2612.5
15,349.546875,2589.0
15,350.765625,2561.5
15,352.015625,2554.5
15,353.25,2573.75
15,354.46875,2546.0
15,355.671875,2532.75
15,356.90625,2530.5
15,358.125,2532.75
15,359.390625,2529.0
15,0.625,2517.75
15,1.828125,2511.0
15,3.0625,2515.75
15,4.28125,2514.25
15,5.546875,2518.5
15,6.734375,2519.25
15,7.953125,2531.75
15,9.21875,2532.0
15,10.421875,2542.5
15,11.640625,2547.25
15,12.875,2546.5
15,14.125,2553.5
15,15.328125,2567.25
15,16.578125,2602.0
15,17.78125,2600.25
15,18.984375,2620.75
15,20.203125,2632.5
15,21.453125,2646.25
15,22.671875,2671.0
15,23.921875,2696.5
15,25.125,2717.25
15,26.328125,2746.0
15,27.578125,2771.5
15,28.78125,2817.25
15,30.03125,2669.75
15,31.296875,2556.75
15,32.53125,2479.5
15,33.765625,2508.0
15,35.09375,2556.25
15,36.296875,2601.5
15,37.546875,2629.0
15,38.765625,2664.75
15,39.96875,2704.0
15,41.1875,2745.25
15,42.40625,2803.75
15,43.65625,2837.75
15,44.859375,2906.25
15,46.109375,2960.25
15,47.328125,3021.75
15,48.546875,3096.75
15,49.78125,3152.0
15,50.96875,3227.0
15,52.21875,3314.25
15,53.40625,3397.75
15,54.640625,3484.75
15,55.875,3566.0
15,57.109375,3633.25
15,58.328125,3523.75
15,59.59375,3449.0
15,60.84375,3415.5
15,62.078125,3311.0
15,63.328125,3219.5
15,64.546875,3232.75
15,65.78125,3208.75
15,67.015625,3135.0
15,68.28125,3082.75
15,69.5,3093.0
15,70.75,3102.25
15,71.984375,3020.75
15,73.234375,2947.5
15,74.453125,3006.25
15,75.65625,3070.0
15,76.90625,3063.75
15,78.125,3041.0
15,79.359375,3044.75
15,80.609375,3030.75
15,81.84375,3005.0
15,83.046875,3005.25
15,84.28125,2983.5
15,85.515625,2980.5
15,86.765625,2968.75
15,88.0,2963.0
15,89.21875,2964.5
